UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth,Competition ID,Athlete ID,Phase ID
2025 Seu World Cup 1 Heat 1 C1W 39,2025,Seu,World Cup 1,Heat 1,C1W,39,38,Yu-Han CHUNG,TPE,-,-,-,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,2,-,-,,,131.69,10,141.69,Final Progression,132.63%,142.70%,2000,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Yu-Han CHUNG,2025 Seu World Cup 1 Heat 1 C1W Yu-Han CHUNG
2025 Seu World Cup 1 Heat 1 C1W 40,2025,Seu,World Cup 1,Heat 1,C1W,40,41,Chih-Chin CHOU,TPE,-,2,2,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,135.26,10,145.26,Final Progression,136.23%,146.30%,1999,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Chih-Chin CHOU,2025 Seu World Cup 1 Heat 1 C1W Chih-Chin CHOU
2025 Seu World Cup 1 Heat 1 C1W 41,2025,Seu,World Cup 1,Heat 1,C1W,41,18,Doriane DELASSUS,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,,,105.75,50,155.75,Final Progression,106.51%,156.86%,2002,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Doriane DELASSUS,2025 Seu World Cup 1 Heat 1 C1W Doriane DELASSUS
2025 Seu World Cup 1 Heat 1 C1W 42,2025,Seu,World Cup 1,Heat 1,C1W,42,39,Jiaqi XU,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,2,-,-,-,-,-,,,112.08,52,164.08,Final Progression,112.88%,165.25%,2007,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Jiaqi XU,2025 Seu World Cup 1 Heat 1 C1W Jiaqi XU
2025 Seu World Cup 1 Heat 1 C1W 43,2025,Seu,World Cup 1,Heat 1,C1W,43,28,Laurene ROISIN,FRA,-,2,50,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,105.28,60,165.28,Final Progression,106.03%,166.46%,2001,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Laurene ROISIN,2025 Seu World Cup 1 Heat 1 C1W Laurene ROISIN
2025 Seu World Cup 1 Heat 1 C1W 44,2025,Seu,World Cup 1,Heat 1,C1W,44,37,Kahlia CULLWICK,NZL,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,50,50,50,,,125.38,154,279.38,Final Progression,126.28%,281.38%,2004,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Kahlia CULLWICK,2025 Seu World Cup 1 Heat 1 C1W Kahlia CULLWICK
2025 Seu World Cup 1 Heat 1 C1W 45,2025,Seu,World Cup 1,Heat 1,C1W,45,40,Iris SOMMERNES,NOR,-,-,50,-,50,-,2,-,50,2,50,-,-,50,50,-,2,2,-,-,-,-,-,,,154.89,308,462.89,Final Progression,156.00%,466.20%,2003,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Iris SOMMERNES,2025 Seu World Cup 1 Heat 1 C1W Iris SOMMERNES
2025 Seu World Cup 1 Final C1W 1,2025,Seu,World Cup 1,Final,C1W,1,1,Jessica FOX,AUS,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,96.42,2,98.42,Final Progression,100.00%,100.00%,1994,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Jessica FOX,2025 Seu World Cup 1 Final C1W Jessica FOX
2025 Seu World Cup 1 Final C1W 2,2025,Seu,World Cup 1,Final,C1W,2,21,Miren LAZKANO,ESP,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,98.52,4,102.52,Final Progression,102.18%,104.17%,1997,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Miren LAZKANO,2025 Seu World Cup 1 Final C1W Miren LAZKANO
2025 Seu World Cup 1 Final C1W 3,2025,Seu,World Cup 1,Final,C1W,3,15,Martina SATKOVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,102.8,0,102.8,Final Progression,106.62%,104.45%,1998,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Martina SATKOVA,2025 Seu World Cup 1 Final C1W Martina SATKOVA
2025 Seu World Cup 1 Final C1W 4,2025,Seu,World Cup 1,Final,C1W,4,12,Tereza KNEBLOVA,CZE,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,100.99,2,102.99,Final Progression,104.74%,104.64%,2003,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Tereza KNEBLOVA,2025 Seu World Cup 1 Final C1W Tereza KNEBLOVA
2025 Seu World Cup 1 Final C1W 5,2025,Seu,World Cup 1,Final,C1W,5,8,Viktoriia US,UKR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,103.75,0,103.75,Final Progression,107.60%,105.42%,1993,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Viktoriia US,2025 Seu World Cup 1 Final C1W Viktoriia US
2025 Seu World Cup 1 Final C1W 6,2025,Seu,World Cup 1,Final,C1W,6,22,Elena BORGHI,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,,,102.64,2,104.64,Final Progression,106.45%,106.32%,2002,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Elena BORGHI,2025 Seu World Cup 1 Final C1W Elena BORGHI
2025 Seu World Cup 1 Final C1W 7,2025,Seu,World Cup 1,Final,C1W,7,14,Marta BERTONCELLI,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,102.7,2,104.7,Final Progression,106.51%,106.38%,2001,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Marta BERTONCELLI,2025 Seu World Cup 1 Final C1W Marta BERTONCELLI
2025 Seu World Cup 1 Final C1W 8,2025,Seu,World Cup 1,Final,C1W,8,24,Emanuela LUKNAROVA,SVK,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,104.27,2,106.27,Final Progression,108.14%,107.98%,2002,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Emanuela LUKNAROVA,2025 Seu World Cup 1 Final C1W Emanuela LUKNAROVA
2025 Seu World Cup 1 Final C1W 9,2025,Seu,World Cup 1,Final,C1W,9,10,Nuria VILARRUBLA,ESP,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,107.69,2,109.69,Final Progression,111.69%,111.45%,1992,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Nuria VILARRUBLA,2025 Seu World Cup 1 Final C1W Nuria VILARRUBLA
2025 Seu World Cup 1 Final C1W 10,2025,Seu,World Cup 1,Final,C1W,10,5,Angele HUG,FRA,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2,,,104.71,6,110.71,Final Progression,108.60%,112.49%,2000,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Angele HUG,2025 Seu World Cup 1 Final C1W Angele HUG
2025 Seu World Cup 1 Final C1W 11,2025,Seu,World Cup 1,Final,C1W,11,7,Zuzana PANKOVA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,112.18,0,112.18,Final Progression,116.35%,113.98%,2004,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Zuzana PANKOVA,2025 Seu World Cup 1 Final C1W Zuzana PANKOVA
2025 Seu World Cup 1 Final C1W 12,2025,Seu,World Cup 1,Final,C1W,12,25,Alja KOZOROG,SLO,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,111.61,2,113.61,Final Progression,115.75%,115.43%,1996,2025 Seu World Cup 1,2025 Seu World Cup 1 C1W Alja KOZOROG,2025 Seu World Cup 1 Final C1W Alja KOZOROG
2025 Pau World Cup 2 Heat 1 K1W 1,2025,Pau,World Cup 2,Heat 1,K1W,1,9,Evy LEIBFARTH,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,104.81,0,104.81,Final Progression,100.00%,100.00%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Evy LEIBFARTH,2025 Pau World Cup 2 Heat 1 K1W Evy LEIBFARTH
2025 Pau World Cup 2 Heat 1 K1W 2,2025,Pau,World Cup 2,Heat 1,K1W,2,2,Ricarda FUNK,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,105.02,0,105.02,Final Progression,100.20%,100.20%,1992,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Ricarda FUNK,2025 Pau World Cup 2 Heat 1 K1W Ricarda FUNK
2025 Pau World Cup 2 Heat 1 K1W 3,2025,Pau,World Cup 2,Heat 1,K1W,3,17,Laia SORRIBES,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,105.08,0,105.08,Final Progression,100.26%,100.26%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Laia SORRIBES,2025 Pau World Cup 2 Heat 1 K1W Laia SORRIBES
2025 Pau World Cup 2 Heat 1 K1W 4,2025,Pau,World Cup 2,Heat 1,K1W,4,26,Eva PIETRACHA,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.1,0,107.1,Final Progression,102.18%,102.18%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Eva PIETRACHA,2025 Pau World Cup 2 Heat 1 K1W Eva PIETRACHA
2025 Pau World Cup 2 Heat 1 K1W 5,2025,Pau,World Cup 2,Heat 1,K1W,5,24,Zuzana PANKOVA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,105.13,2,107.13,Final Progression,100.31%,102.21%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Zuzana PANKOVA,2025 Pau World Cup 2 Heat 1 K1W Zuzana PANKOVA
2025 Pau World Cup 2 Heat 1 K1W 6,2025,Pau,World Cup 2,Heat 1,K1W,6,22,Lois LEAVER,GBR,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,105.56,2,107.56,Final Progression,100.72%,102.62%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lois LEAVER,2025 Pau World Cup 2 Heat 1 K1W Lois LEAVER
2025 Pau World Cup 2 Heat 1 K1W 7,2025,Pau,World Cup 2,Heat 1,K1W,7,23,Kate ECKHARDT,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.77,0,107.77,Final Progression,102.82%,102.82%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Kate ECKHARDT,2025 Pau World Cup 2 Heat 1 K1W Kate ECKHARDT
2025 Pau World Cup 2 Heat 1 K1W 8,2025,Pau,World Cup 2,Heat 1,K1W,8,21,Chiara SABATTINI,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.78,0,107.78,Final Progression,102.83%,102.83%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Chiara SABATTINI,2025 Pau World Cup 2 Heat 1 K1W Chiara SABATTINI
2025 Pau World Cup 2 Heat 1 K1W 9,2025,Pau,World Cup 2,Heat 1,K1W,9,13,Antonie GALUSKOVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,107.79,0,107.79,Final Progression,102.84%,102.84%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Antonie GALUSKOVA,2025 Pau World Cup 2 Heat 1 K1W Antonie GALUSKOVA
2025 Pau World Cup 2 Heat 1 K1W 10,2025,Pau,World Cup 2,Heat 1,K1W,10,20,Lena TEUNISSEN,NED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,106.05,2,108.05,Final Progression,101.18%,103.09%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lena TEUNISSEN,2025 Pau World Cup 2 Heat 1 K1W Lena TEUNISSEN
2025 Pau World Cup 2 Heat 1 K1W 11,2025,Pau,World Cup 2,Heat 1,K1W,11,27,Emily APEL,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.31,0,108.31,Final Progression,103.34%,103.34%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Emily APEL,2025 Pau World Cup 2 Heat 1 K1W Emily APEL
2025 Pau World Cup 2 Heat 1 K1W 12,2025,Pau,World Cup 2,Heat 1,K1W,12,8,Kimberley WOODS,GBR,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,106.47,2,108.47,Final Progression,101.58%,103.49%,1995,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Kimberley WOODS,2025 Pau World Cup 2 Heat 1 K1W Kimberley WOODS
2025 Pau World Cup 2 Heat 1 K1W 13,2025,Pau,World Cup 2,Heat 1,K1W,13,25,Lucie NESNIDALOVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.61,0,108.61,Final Progression,103.63%,103.63%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lucie NESNIDALOVA,2025 Pau World Cup 2 Heat 1 K1W Lucie NESNIDALOVA
2025 Pau World Cup 2 Heat 1 K1W 14,2025,Pau,World Cup 2,Heat 1,K1W,14,15,Alena MARX,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.66,0,108.66,Final Progression,103.67%,103.67%,2000,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Alena MARX,2025 Pau World Cup 2 Heat 1 K1W Alena MARX
2025 Pau World Cup 2 Heat 1 K1W 15,2025,Pau,World Cup 2,Heat 1,K1W,15,5,Maialen CHOURRAUT,ESP,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,,106.84,2,108.84,Final Progression,101.94%,103.85%,1983,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Maialen CHOURRAUT,2025 Pau World Cup 2 Heat 1 K1W Maialen CHOURRAUT
2025 Pau World Cup 2 Heat 1 K1W 16,2025,Pau,World Cup 2,Heat 1,K1W,16,1,Jessica FOX,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,,107.37,2,109.37,Final Progression,102.44%,104.35%,1994,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Jessica FOX,2025 Pau World Cup 2 Heat 1 K1W Jessica FOX
2025 Pau World Cup 2 Heat 1 K1W 17,2025,Pau,World Cup 2,Heat 1,K1W,17,19,Ajda NOVAK,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,109.4,0,109.4,Final Progression,104.38%,104.38%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Ajda NOVAK,2025 Pau World Cup 2 Heat 1 K1W Ajda NOVAK
2025 Pau World Cup 2 Heat 1 K1W 18,2025,Pau,World Cup 2,Heat 1,K1W,18,18,Eva Alina HOCEVAR,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,,,108.27,2,110.27,Final Progression,103.30%,105.21%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Eva Alina HOCEVAR,2025 Pau World Cup 2 Heat 1 K1W Eva Alina HOCEVAR
2025 Pau World Cup 2 Heat 1 K1W 19,2025,Pau,World Cup 2,Heat 1,K1W,19,6,Gabriela SATKOVA,CZE,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.28,2,110.28,Final Progression,103.31%,105.22%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Gabriela SATKOVA,2025 Pau World Cup 2 Heat 1 K1W Gabriela SATKOVA
2025 Pau World Cup 2 Heat 1 K1W 20,2025,Pau,World Cup 2,Heat 1,K1W,20,16,Sona STANOVSKA,SVK,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,108.7,2,110.7,Final Progression,103.71%,105.62%,2000,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Sona STANOVSKA,2025 Pau World Cup 2 Heat 1 K1W Sona STANOVSKA
2025 Pau World Cup 2 Heat 1 K1W 21,2025,Pau,World Cup 2,Heat 1,K1W,21,3,Klaudia ZWOLINSKA,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,,,,109.7,2,111.7,Final Progression,104.67%,106.57%,1998,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Klaudia ZWOLINSKA,2025 Pau World Cup 2 Heat 1 K1W Klaudia ZWOLINSKA
2025 Pau World Cup 2 Heat 1 K1W 22,2025,Pau,World Cup 2,Heat 1,K1W,22,10,Emma VUITTON,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.12,0,112.12,Final Progression,106.97%,106.97%,2003,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Emma VUITTON,2025 Pau World Cup 2 Heat 1 K1W Emma VUITTON
2025 Pau World Cup 2 Heat 1 K1W 23,2025,Pau,World Cup 2,Heat 1,K1W,23,52,Kseniia KRYLOVA,AIN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,112.37,0,112.37,Final Progression,107.21%,107.21%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Kseniia KRYLOVA,2025 Pau World Cup 2 Heat 1 K1W Kseniia KRYLOVA
2025 Pau World Cup 2 Heat 1 K1W 24,2025,Pau,World Cup 2,Heat 1,K1W,24,40,Xueting XIE,CHN,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,110.86,2,112.86,Final Progression,105.77%,107.68%,2005,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Xueting XIE,2025 Pau World Cup 2 Heat 1 K1W Xueting XIE
2025 Pau World Cup 2 Heat 1 K1W 25,2025,Pau,World Cup 2,Heat 1,K1W,25,29,Nikita SETCHELL,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,,,,109.26,4,113.26,Final Progression,104.25%,108.06%,2000,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Nikita SETCHELL,2025 Pau World Cup 2 Heat 1 K1W Nikita SETCHELL
2025 Pau World Cup 2 Heat 1 K1W 26,2025,Pau,World Cup 2,Heat 1,K1W,26,11,Monica DORIA,AND,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,2,-,-,-,-,-,-,,,,106.63,8,114.63,Final Progression,101.74%,109.37%,2000,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Monica DORIA,2025 Pau World Cup 2 Heat 1 K1W Monica DORIA
2025 Pau World Cup 2 Heat 1 K1W 27,2025,Pau,World Cup 2,Heat 1,K1W,27,37,Ting-I WU,TPE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,,116.81,2,118.81,Final Progression,111.45%,113.36%,2006,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Ting-I WU,2025 Pau World Cup 2 Heat 1 K1W Ting-I WU
2025 Pau World Cup 2 Heat 1 K1W 28,2025,Pau,World Cup 2,Heat 1,K1W,28,54,Taisiia LOGACHEVA,AIN,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,,,,115.88,4,119.88,Final Progression,110.56%,114.38%,2005,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Taisiia LOGACHEVA,2025 Pau World Cup 2 Heat 1 K1W Taisiia LOGACHEVA
2025 Pau World Cup 2 Heat 1 K1W 29,2025,Pau,World Cup 2,Heat 1,K1W,29,42,Beatrice OLSON,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,118.28,2,120.28,Final Progression,112.85%,114.76%,2005,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Beatrice OLSON,2025 Pau World Cup 2 Heat 1 K1W Beatrice OLSON
2025 Pau World Cup 2 Heat 1 K1W 30,2025,Pau,World Cup 2,Heat 1,K1W,30,33,Chu-Han CHANG,TPE,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,,116.87,4,120.87,Final Progression,111.51%,115.32%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Chu-Han CHANG,2025 Pau World Cup 2 Heat 1 K1W Chu-Han CHANG
2025 Pau World Cup 2 Heat 1 K1W 31,2025,Pau,World Cup 2,Heat 1,K1W,31,7,Camille PRIGENT,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,121.87,0,121.87,Final Progression,116.28%,116.28%,1997,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Camille PRIGENT,2025 Pau World Cup 2 Heat 1 K1W Camille PRIGENT
2025 Pau World Cup 2 Heat 1 K1W 32,2025,Pau,World Cup 2,Heat 1,K1W,32,39,Sara BELINGAR,SLO,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,122.96,4,126.96,Final Progression,117.32%,121.13%,2003,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Sara BELINGAR,2025 Pau World Cup 2 Heat 1 K1W Sara BELINGAR
2025 Pau World Cup 2 Heat 1 K1W 33,2025,Pau,World Cup 2,Heat 1,K1W,33,34,Courtney WILLIAMS,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,,,,126.66,4,130.66,Final Progression,120.85%,124.66%,1998,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Courtney WILLIAMS,2025 Pau World Cup 2 Heat 1 K1W Courtney WILLIAMS
2025 Pau World Cup 2 Heat 1 K1W 34,2025,Pau,World Cup 2,Heat 1,K1W,34,36,Marcella ALTMAN,USA,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,2,-,,,,124.85,6,130.85,Final Progression,119.12%,124.84%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Marcella ALTMAN,2025 Pau World Cup 2 Heat 1 K1W Marcella ALTMAN
2025 Pau World Cup 2 Heat 1 K1W 35,2025,Pau,World Cup 2,Heat 1,K1W,35,41,Yekaterina TARANTSEVA,KAZ,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,2,-,2,-,-,2,-,,,,122.43,10,132.43,Final Progression,116.81%,126.35%,2007,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Yekaterina TARANTSEVA,2025 Pau World Cup 2 Heat 1 K1W Yekaterina TARANTSEVA
2025 Pau World Cup 2 Heat 1 K1W 36,2025,Pau,World Cup 2,Heat 1,K1W,36,47,Marina NOVYSH,AIN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,135.53,0,135.53,Final Progression,129.31%,129.31%,2004,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Marina NOVYSH,2025 Pau World Cup 2 Heat 1 K1W Marina NOVYSH
2025 Pau World Cup 2 Heat 1 K1W 37,2025,Pau,World Cup 2,Heat 1,K1W,37,38,Shunfang WAN,CHN,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,,,,134.61,4,138.61,Final Progression,128.43%,132.25%,2001,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Shunfang WAN,2025 Pau World Cup 2 Heat 1 K1W Shunfang WAN
2025 Pau World Cup 2 Heat 1 K1W 38,2025,Pau,World Cup 2,Heat 1,K1W,38,43,Iris SOMMERNES,NOR,-,-,-,2,-,-,-,-,2,2,-,-,-,-,-,-,2,-,-,-,2,-,,,,140.79,10,150.79,Final Progression,134.33%,143.87%,2003,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Iris SOMMERNES,2025 Pau World Cup 2 Heat 1 K1W Iris SOMMERNES
2025 Pau World Cup 2 Heat 1 K1W 39,2025,Pau,World Cup 2,Heat 1,K1W,39,4,Stefanie HORN,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,2,-,-,-,-,-,,,,109.84,52,161.84,Final Progression,104.80%,154.41%,1991,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Stefanie HORN,2025 Pau World Cup 2 Heat 1 K1W Stefanie HORN
2025 Pau World Cup 2 Heat 1 K1W 40,2025,Pau,World Cup 2,Heat 1,K1W,40,14,Viktoriia US,UKR,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,2,-,-,-,-,2,-,,,,110.54,54,164.54,Final Progression,105.47%,156.99%,1993,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Viktoriia US,2025 Pau World Cup 2 Heat 1 K1W Viktoriia US
2025 Pau World Cup 2 Heat 1 K1W 41,2025,Pau,World Cup 2,Heat 1,K1W,41,32,Paulina PIRRO,GER,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,,,,115.89,52,167.89,Final Progression,110.57%,160.19%,2006,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Paulina PIRRO,2025 Pau World Cup 2 Heat 1 K1W Paulina PIRRO
2025 Pau World Cup 2 Heat 1 K1W 42,2025,Pau,World Cup 2,Heat 1,K1W,42,30,Svenja MATTI,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,50,-,-,-,-,-,-,,,,120.56,52,172.56,Final Progression,115.03%,164.64%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Svenja MATTI,2025 Pau World Cup 2 Heat 1 K1W Svenja MATTI
2025 Pau World Cup 2 Heat 1 K1W 43,2025,Pau,World Cup 2,Heat 1,K1W,43,49,Emanuela LUKNAROVA,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,50,-,,,,122.57,52,174.57,Final Progression,116.94%,166.56%,2002,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Emanuela LUKNAROVA,2025 Pau World Cup 2 Heat 1 K1W Emanuela LUKNAROVA
2025 Pau World Cup 2 Heat 1 K1W 44,2025,Pau,World Cup 2,Heat 1,K1W,44,50,Lin CHEN,CHN,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,50,-,-,-,-,-,,,,125.03,52,177.03,Final Progression,119.29%,168.91%,1999,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Lin CHEN,2025 Pau World Cup 2 Heat 1 K1W Lin CHEN
2025 Pau World Cup 2 Heat 1 K1W 45,2025,Pau,World Cup 2,Heat 1,K1W,45,46,Roxana RAZEGHIAN,IRI,-,-,-,2,-,-,2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,,,,171.94,12,183.94,Final Progression,164.05%,175.50%,1992,2025 Pau World Cup 2,2025 Pau World Cup 2 K1W Roxana RAZEGHIAN,2025 Pau World Cup 2 Heat 1 K1W Roxana RAZEGHIAN
